Year,Month,DayType,HourStart_Pacific,ExportRate_USD_per_kWh
2027,Jun,Weekday,0,0.07899
2027,Jun,Weekday,1,0.07869
2027,Jun,Weekday,2,0.07848
2027,Jun,Weekday,3,0.07428
2027,Jun,Weekday,4,0.07581
2027,Jun,Weekday,5,0.07669
2027,Jun,Weekday,6,0.07349
2027,Jun,Weekday,7,0.06360
2027,Jun,Weekday,8,0.04006
2027,Jun,Weekday,9,0.03277
2027,Jun,Weekday,10,0.02968
2027,Jun,Weekday,11,0.03072
2027,Jun,Weekday,12,0.02653
2027,Jun,Weekday,13,0.02475
2027,Jun,Weekday,14,0.02487
2027,Jun,Weekday,15,0.02823
2027,Jun,Weekday,16,0.02875
2027,Jun,Weekday,17,0.04409
2027,Jun,Weekday,18,0.09190
2027,Jun,Weekday,19,0.09933
2027,Jun,Weekday,20,0.08876
2027,Jun,Weekday,21,0.08690
2027,Jun,Weekday,22,0.07764
2027,Jun,Weekday,23,0.07365
2027,Jun,Weekend/Holiday,0,0.07125
2027,Jun,Weekend/Holiday,1,0.07925
2027,Jun,Weekend/Holiday,2,0.07672
2027,Jun,Weekend/Holiday,3,0.07492
2027,Jun,Weekend/Holiday,4,0.07027
2027,Jun,Weekend/Holiday,5,0.07164
2027,Jun,Weekend/Holiday,6,0.07471
2027,Jun,Weekend/Holiday,7,0.04365
2027,Jun,Weekend/Holiday,8,0.01006
2027,Jun,Weekend/Holiday,9,0.01033
2027,Jun,Weekend/Holiday,10,0.01308
2027,Jun,Weekend/Holiday,11,0.00965
2027,Jun,Weekend/Holiday,12,0.01051
2027,Jun,Weekend/Holiday,13,0.00889
2027,Jun,Weekend/Holiday,14,0.00682
2027,Jun,Weekend/Holiday,15,0.00766
2027,Jun,Weekend/Holiday,16,0.00902
2027,Jun,Weekend/Holiday,17,0.02221
2027,Jun,Weekend/Holiday,18,0.07387
2027,Jun,Weekend/Holiday,19,0.10027
2027,Jun,Weekend/Holiday,20,0.09742
2027,Jun,Weekend/Holiday,21,0.08462
2027,Jun,Weekend/Holiday,22,0.08218
2027,Jun,Weekend/Holiday,23,0.07682
2027,Jul,Weekday,0,0.07655
2027,Jul,Weekday,1,0.07795
2027,Jul,Weekday,2,0.07256
2027,Jul,Weekday,3,0.06879
2027,Jul,Weekday,4,0.06892
2027,Jul,Weekday,5,0.07155
2027,Jul,Weekday,6,0.07288
2027,Jul,Weekday,7,0.06981
2027,Jul,Weekday,8,0.05415
2027,Jul,Weekday,9,0.05370
2027,Jul,Weekday,10,0.05506
2027,Jul,Weekday,11,0.05275
2027,Jul,Weekday,12,0.05339
2027,Jul,Weekday,13,0.09317
2027,Jul,Weekday,14,0.18051
2027,Jul,Weekday,15,0.22761
2027,Jul,Weekday,16,0.23022
2027,Jul,Weekday,17,0.28827
2027,Jul,Weekday,18,0.23593
2027,Jul,Weekday,19,0.23799
2027,Jul,Weekday,20,0.09774
2027,Jul,Weekday,21,0.08312
2027,Jul,Weekday,22,0.07865
2027,Jul,Weekday,23,0.07811
2027,Jul,Weekend/Holiday,0,0.07932
2027,Jul,Weekend/Holiday,1,0.07409
2027,Jul,Weekend/Holiday,2,0.06835
2027,Jul,Weekend/Holiday,3,0.06621
2027,Jul,Weekend/Holiday,4,0.06927
2027,Jul,Weekend/Holiday,5,0.06809
2027,Jul,Weekend/Holiday,6,0.06595
2027,Jul,Weekend/Holiday,7,0.05013
2027,Jul,Weekend/Holiday,8,0.02044
2027,Jul,Weekend/Holiday,9,0.01894
2027,Jul,Weekend/Holiday,10,0.02199
2027,Jul,Weekend/Holiday,11,0.02099
2027,Jul,Weekend/Holiday,12,0.01879
2027,Jul,Weekend/Holiday,13,0.01744
2027,Jul,Weekend/Holiday,14,0.10702
2027,Jul,Weekend/Holiday,15,0.11151
2027,Jul,Weekend/Holiday,16,0.11764
2027,Jul,Weekend/Holiday,17,0.13787
2027,Jul,Weekend/Holiday,18,0.18627
2027,Jul,Weekend/Holiday,19,0.12765
2027,Jul,Weekend/Holiday,20,0.11612
2027,Jul,Weekend/Holiday,21,0.07877
2027,Jul,Weekend/Holiday,22,0.07913
2027,Jul,Weekend/Holiday,23,0.07752
2027,Aug,Weekday,0,0.10945
2027,Aug,Weekday,1,0.09223
2027,Aug,Weekday,2,0.08994
2027,Aug,Weekday,3,0.08756
2027,Aug,Weekday,4,0.08566
2027,Aug,Weekday,5,0.08775
2027,Aug,Weekday,6,0.08502
2027,Aug,Weekday,7,0.07302
2027,Aug,Weekday,8,0.06481
2027,Aug,Weekday,9,0.06379
2027,Aug,Weekday,10,0.06194
2027,Aug,Weekday,11,0.06197
2027,Aug,Weekday,12,0.06073
2027,Aug,Weekday,13,0.06301
2027,Aug,Weekday,14,0.14127
2027,Aug,Weekday,15,0.30693
2027,Aug,Weekday,16,0.41223
2027,Aug,Weekday,17,1.20269
2027,Aug,Weekday,18,1.21242
2027,Aug,Weekday,19,1.12498
2027,Aug,Weekday,20,1.16780
2027,Aug,Weekday,21,1.03339
2027,Aug,Weekday,22,1.02107
2027,Aug,Weekday,23,0.11667
2027,Aug,Weekend/Holiday,0,0.10975
2027,Aug,Weekend/Holiday,1,0.08797
2027,Aug,Weekend/Holiday,2,0.08863
2027,Aug,Weekend/Holiday,3,0.08272
2027,Aug,Weekend/Holiday,4,0.08024
2027,Aug,Weekend/Holiday,5,0.07928
2027,Aug,Weekend/Holiday,6,0.07491
2027,Aug,Weekend/Holiday,7,0.06047
2027,Aug,Weekend/Holiday,8,0.03855
2027,Aug,Weekend/Holiday,9,0.02993
2027,Aug,Weekend/Holiday,10,0.03537
2027,Aug,Weekend/Holiday,11,0.03202
2027,Aug,Weekend/Holiday,12,0.03253
2027,Aug,Weekend/Holiday,13,0.02918
2027,Aug,Weekend/Holiday,14,0.03697
2027,Aug,Weekend/Holiday,15,0.04051
2027,Aug,Weekend/Holiday,16,0.06777
2027,Aug,Weekend/Holiday,17,0.92063
2027,Aug,Weekend/Holiday,18,1.08270
2027,Aug,Weekend/Holiday,19,1.10378
2027,Aug,Weekend/Holiday,20,1.18181
2027,Aug,Weekend/Holiday,21,1.10153
2027,Aug,Weekend/Holiday,22,1.09204
2027,Aug,Weekend/Holiday,23,0.11243
2027,Sep,Weekday,0,0.11562
2027,Sep,Weekday,1,0.09300
2027,Sep,Weekday,2,0.09139
2027,Sep,Weekday,3,0.08865
2027,Sep,Weekday,4,0.08725
2027,Sep,Weekday,5,0.08910
2027,Sep,Weekday,6,0.08387
2027,Sep,Weekday,7,0.07302
2027,Sep,Weekday,8,0.06417
2027,Sep,Weekday,9,0.06263
2027,Sep,Weekday,10,0.06159
2027,Sep,Weekday,11,0.06111
2027,Sep,Weekday,12,0.05999
2027,Sep,Weekday,13,0.05834
2027,Sep,Weekday,14,0.05778
2027,Sep,Weekday,15,0.05949
2027,Sep,Weekday,16,0.07677
2027,Sep,Weekday,17,0.17395
2027,Sep,Weekday,18,0.59017
2027,Sep,Weekday,19,0.69415
2027,Sep,Weekday,20,0.37281
2027,Sep,Weekday,21,0.21212
2027,Sep,Weekday,22,0.21036
2027,Sep,Weekday,23,0.13506
2027,Sep,Weekend/Holiday,0,0.11157
2027,Sep,Weekend/Holiday,1,0.08618
2027,Sep,Weekend/Holiday,2,0.08137
2027,Sep,Weekend/Holiday,3,0.07955
2027,Sep,Weekend/Holiday,4,0.07779
2027,Sep,Weekend/Holiday,5,0.07808
2027,Sep,Weekend/Holiday,6,0.07616
2027,Sep,Weekend/Holiday,7,0.06274
2027,Sep,Weekend/Holiday,8,0.03148
2027,Sep,Weekend/Holiday,9,0.01983
2027,Sep,Weekend/Holiday,10,0.01772
2027,Sep,Weekend/Holiday,11,0.02157
2027,Sep,Weekend/Holiday,12,0.02254
2027,Sep,Weekend/Holiday,13,0.02026
2027,Sep,Weekend/Holiday,14,0.02727
2027,Sep,Weekend/Holiday,15,0.02928
2027,Sep,Weekend/Holiday,16,0.12913
2027,Sep,Weekend/Holiday,17,0.25405
2027,Sep,Weekend/Holiday,18,0.69371
2027,Sep,Weekend/Holiday,19,0.82259
2027,Sep,Weekend/Holiday,20,0.41699
2027,Sep,Weekend/Holiday,21,0.23695
2027,Sep,Weekend/Holiday,22,0.23587
2027,Sep,Weekend/Holiday,23,0.14296
2027,Oct,Weekday,0,0.09007
2027,Oct,Weekday,1,0.08841
2027,Oct,Weekday,2,0.08586
2027,Oct,Weekday,3,0.08270
2027,Oct,Weekday,4,0.08100
2027,Oct,Weekday,5,0.08273
2027,Oct,Weekday,6,0.08699
2027,Oct,Weekday,7,0.07486
2027,Oct,Weekday,8,0.06385
2027,Oct,Weekday,9,0.05696
2027,Oct,Weekday,10,0.05563
2027,Oct,Weekday,11,0.05320
2027,Oct,Weekday,12,0.05304
2027,Oct,Weekday,13,0.05287
2027,Oct,Weekday,14,0.05174
2027,Oct,Weekday,15,0.05214
2027,Oct,Weekday,16,0.05642
2027,Oct,Weekday,17,0.09253
2027,Oct,Weekday,18,0.09952
2027,Oct,Weekday,19,0.09358
2027,Oct,Weekday,20,0.08915
2027,Oct,Weekday,21,0.08583
2027,Oct,Weekday,22,0.09272
2027,Oct,Weekday,23,0.09415
2027,Oct,Weekend/Holiday,0,0.08061
2027,Oct,Weekend/Holiday,1,0.08284
2027,Oct,Weekend/Holiday,2,0.08205
2027,Oct,Weekend/Holiday,3,0.07939
2027,Oct,Weekend/Holiday,4,0.08069
2027,Oct,Weekend/Holiday,5,0.07862
2027,Oct,Weekend/Holiday,6,0.07289
2027,Oct,Weekend/Holiday,7,0.06842
2027,Oct,Weekend/Holiday,8,0.04443
2027,Oct,Weekend/Holiday,9,0.01803
2027,Oct,Weekend/Holiday,10,0.01933
2027,Oct,Weekend/Holiday,11,0.01777
2027,Oct,Weekend/Holiday,12,0.01777
2027,Oct,Weekend/Holiday,13,0.01634
2027,Oct,Weekend/Holiday,14,0.01765
2027,Oct,Weekend/Holiday,15,0.01728
2027,Oct,Weekend/Holiday,16,0.04175
2027,Oct,Weekend/Holiday,17,0.08393
2027,Oct,Weekend/Holiday,18,0.08377
2027,Oct,Weekend/Holiday,19,0.08429
2027,Oct,Weekend/Holiday,20,0.08255
2027,Oct,Weekend/Holiday,21,0.08088
2027,Oct,Weekend/Holiday,22,0.09301
2027,Oct,Weekend/Holiday,23,0.08696
2027,Nov,Weekday,0,0.08721
2027,Nov,Weekday,1,0.08482
2027,Nov,Weekday,2,0.08215
2027,Nov,Weekday,3,0.08102
2027,Nov,Weekday,4,0.08263
2027,Nov,Weekday,5,0.08630
2027,Nov,Weekday,6,0.07984
2027,Nov,Weekday,7,0.07233
2027,Nov,Weekday,8,0.06238
2027,Nov,Weekday,9,0.06021
2027,Nov,Weekday,10,0.05769
2027,Nov,Weekday,11,0.05447
2027,Nov,Weekday,12,0.05181
2027,Nov,Weekday,13,0.04901
2027,Nov,Weekday,14,0.04731
2027,Nov,Weekday,15,0.06114
2027,Nov,Weekday,16,0.09616
2027,Nov,Weekday,17,0.09659
2027,Nov,Weekday,18,0.08787
2027,Nov,Weekday,19,0.08396
2027,Nov,Weekday,20,0.08308
2027,Nov,Weekday,21,0.08769
2027,Nov,Weekday,22,0.08941
2027,Nov,Weekday,23,0.08724
2027,Nov,Weekend/Holiday,0,0.08117
2027,Nov,Weekend/Holiday,1,0.07787
2027,Nov,Weekend/Holiday,2,0.07527
2027,Nov,Weekend/Holiday,3,0.07438
2027,Nov,Weekend/Holiday,4,0.07443
2027,Nov,Weekend/Holiday,5,0.07606
2027,Nov,Weekend/Holiday,6,0.07742
2027,Nov,Weekend/Holiday,7,0.05551
2027,Nov,Weekend/Holiday,8,0.03450
2027,Nov,Weekend/Holiday,9,0.02996
2027,Nov,Weekend/Holiday,10,0.02367
2027,Nov,Weekend/Holiday,11,0.02223
2027,Nov,Weekend/Holiday,12,0.01766
2027,Nov,Weekend/Holiday,13,0.01711
2027,Nov,Weekend/Holiday,14,0.01824
2027,Nov,Weekend/Holiday,15,0.03934
2027,Nov,Weekend/Holiday,16,0.08055
2027,Nov,Weekend/Holiday,17,0.08299
2027,Nov,Weekend/Holiday,18,0.08158
2027,Nov,Weekend/Holiday,19,0.07703
2027,Nov,Weekend/Holiday,20,0.07555
2027,Nov,Weekend/Holiday,21,0.07731
2027,Nov,Weekend/Holiday,22,0.08316
2027,Nov,Weekend/Holiday,23,0.08099
2027,Dec,Weekday,0,0.09010
2027,Dec,Weekday,1,0.08586
2027,Dec,Weekday,2,0.08283
2027,Dec,Weekday,3,0.08245
2027,Dec,Weekday,4,0.08428
2027,Dec,Weekday,5,0.08974
2027,Dec,Weekday,6,0.09491
2027,Dec,Weekday,7,0.08257
2027,Dec,Weekday,8,0.07574
2027,Dec,Weekday,9,0.06751
2027,Dec,Weekday,10,0.06544
2027,Dec,Weekday,11,0.06332
2027,Dec,Weekday,12,0.05825
2027,Dec,Weekday,13,0.05905
2027,Dec,Weekday,14,0.05573
2027,Dec,Weekday,15,0.06749
2027,Dec,Weekday,16,0.09619
2027,Dec,Weekday,17,0.09728
2027,Dec,Weekday,18,0.09243
2027,Dec,Weekday,19,0.08902
2027,Dec,Weekday,20,0.08962
2027,Dec,Weekday,21,0.09196
2027,Dec,Weekday,22,0.09414
2027,Dec,Weekday,23,0.09217
2027,Dec,Weekend/Holiday,0,0.08553
2027,Dec,Weekend/Holiday,1,0.08218
2027,Dec,Weekend/Holiday,2,0.07988
2027,Dec,Weekend/Holiday,3,0.07626
2027,Dec,Weekend/Holiday,4,0.07553
2027,Dec,Weekend/Holiday,5,0.07798
2027,Dec,Weekend/Holiday,6,0.08066
2027,Dec,Weekend/Holiday,7,0.06678
2027,Dec,Weekend/Holiday,8,0.03794
2027,Dec,Weekend/Holiday,9,0.01754
2027,Dec,Weekend/Holiday,10,0.01961
2027,Dec,Weekend/Holiday,11,0.01785
2027,Dec,Weekend/Holiday,12,0.01632
2027,Dec,Weekend/Holiday,13,0.01424
2027,Dec,Weekend/Holiday,14,0.01453
2027,Dec,Weekend/Holiday,15,0.03996
2027,Dec,Weekend/Holiday,16,0.08648
2027,Dec,Weekend/Holiday,17,0.09373
2027,Dec,Weekend/Holiday,18,0.09035
2027,Dec,Weekend/Holiday,19,0.08396
2027,Dec,Weekend/Holiday,20,0.08152
2027,Dec,Weekend/Holiday,21,0.08126
2027,Dec,Weekend/Holiday,22,0.08315
2027,Dec,Weekend/Holiday,23,0.08226
2028,Jan,Weekday,0,0.09734
2028,Jan,Weekday,1,0.09232
2028,Jan,Weekday,2,0.08910
2028,Jan,Weekday,3,0.08789
2028,Jan,Weekday,4,0.08945
2028,Jan,Weekday,5,0.09365
2028,Jan,Weekday,6,0.09595
2028,Jan,Weekday,7,0.09578
2028,Jan,Weekday,8,0.07434
2028,Jan,Weekday,9,0.06079
2028,Jan,Weekday,10,0.06113
2028,Jan,Weekday,11,0.05799
2028,Jan,Weekday,12,0.05593
2028,Jan,Weekday,13,0.05284
2028,Jan,Weekday,14,0.04443
2028,Jan,Weekday,15,0.05880
2028,Jan,Weekday,16,0.08399
2028,Jan,Weekday,17,0.12253
2028,Jan,Weekday,18,0.11040
2028,Jan,Weekday,19,0.09717
2028,Jan,Weekday,20,0.09216
2028,Jan,Weekday,21,0.08962
2028,Jan,Weekday,22,0.09914
2028,Jan,Weekday,23,0.09965
2028,Jan,Weekend/Holiday,0,0.10103
2028,Jan,Weekend/Holiday,1,0.09512
2028,Jan,Weekend/Holiday,2,0.09396
2028,Jan,Weekend/Holiday,3,0.09234
2028,Jan,Weekend/Holiday,4,0.09189
2028,Jan,Weekend/Holiday,5,0.09192
2028,Jan,Weekend/Holiday,6,0.09561
2028,Jan,Weekend/Holiday,7,0.08653
2028,Jan,Weekend/Holiday,8,0.06977
2028,Jan,Weekend/Holiday,9,0.05930
2028,Jan,Weekend/Holiday,10,0.05517
2028,Jan,Weekend/Holiday,11,0.04975
2028,Jan,Weekend/Holiday,12,0.04741
2028,Jan,Weekend/Holiday,13,0.04130
2028,Jan,Weekend/Holiday,14,0.04743
2028,Jan,Weekend/Holiday,15,0.05828
2028,Jan,Weekend/Holiday,16,0.08674
2028,Jan,Weekend/Holiday,17,0.11712
2028,Jan,Weekend/Holiday,18,0.09995
2028,Jan,Weekend/Holiday,19,0.09361
2028,Jan,Weekend/Holiday,20,0.08869
2028,Jan,Weekend/Holiday,21,0.08860
2028,Jan,Weekend/Holiday,22,0.09922
2028,Jan,Weekend/Holiday,23,0.09307
2028,Feb,Weekday,0,0.09923
2028,Feb,Weekday,1,0.09356
2028,Feb,Weekday,2,0.09380
2028,Feb,Weekday,3,0.09456
2028,Feb,Weekday,4,0.09321
2028,Feb,Weekday,5,0.09522
2028,Feb,Weekday,6,0.09356
2028,Feb,Weekday,7,0.08384
2028,Feb,Weekday,8,0.05538
2028,Feb,Weekday,9,0.03859
2028,Feb,Weekday,10,0.03444
2028,Feb,Weekday,11,0.03501
2028,Feb,Weekday,12,0.03043
2028,Feb,Weekday,13,0.02573
2028,Feb,Weekday,14,0.02118
2028,Feb,Weekday,15,0.02553
2028,Feb,Weekday,16,0.06805
2028,Feb,Weekday,17,0.12488
2028,Feb,Weekday,18,0.09825
2028,Feb,Weekday,19,0.09094
2028,Feb,Weekday,20,0.09094
2028,Feb,Weekday,21,0.08529
2028,Feb,Weekday,22,0.09742
2028,Feb,Weekday,23,0.09506
2028,Feb,Weekend/Holiday,0,0.09386
2028,Feb,Weekend/Holiday,1,0.09324
2028,Feb,Weekend/Holiday,2,0.09282
2028,Feb,Weekend/Holiday,3,0.08968
2028,Feb,Weekend/Holiday,4,0.08783
2028,Feb,Weekend/Holiday,5,0.08721
2028,Feb,Weekend/Holiday,6,0.08272
2028,Feb,Weekend/Holiday,7,0.06807
2028,Feb,Weekend/Holiday,8,0.03006
2028,Feb,Weekend/Holiday,9,0.01956
2028,Feb,Weekend/Holiday,10,0.02324
2028,Feb,Weekend/Holiday,11,0.01912
2028,Feb,Weekend/Holiday,12,0.02186
2028,Feb,Weekend/Holiday,13,0.01848
2028,Feb,Weekend/Holiday,14,0.01438
2028,Feb,Weekend/Holiday,15,0.01789
2028,Feb,Weekend/Holiday,16,0.04553
2028,Feb,Weekend/Holiday,17,0.11409
2028,Feb,Weekend/Holiday,18,0.11058
2028,Feb,Weekend/Holiday,19,0.09406
2028,Feb,Weekend/Holiday,20,0.08863
2028,Feb,Weekend/Holiday,21,0.08417
2028,Feb,Weekend/Holiday,22,0.08932
2028,Feb,Weekend/Holiday,23,0.09577
2028,Mar,Weekday,0,0.08267
2028,Mar,Weekday,1,0.08467
2028,Mar,Weekday,2,0.08242
2028,Mar,Weekday,3,0.08048
2028,Mar,Weekday,4,0.08126
2028,Mar,Weekday,5,0.08117
2028,Mar,Weekday,6,0.07903
2028,Mar,Weekday,7,0.06878
2028,Mar,Weekday,8,0.04569
2028,Mar,Weekday,9,0.01775
2028,Mar,Weekday,10,0.01226
2028,Mar,Weekday,11,0.01134
2028,Mar,Weekday,12,0.01041
2028,Mar,Weekday,13,0.00938
2028,Mar,Weekday,14,0.00689
2028,Mar,Weekday,15,0.00949
2028,Mar,Weekday,16,0.02604
2028,Mar,Weekday,17,0.05894
2028,Mar,Weekday,18,0.09180
2028,Mar,Weekday,19,0.08885
2028,Mar,Weekday,20,0.08429
2028,Mar,Weekday,21,0.08435
2028,Mar,Weekday,22,0.07892
2028,Mar,Weekday,23,0.07960
2028,Mar,Weekend/Holiday,0,0.07837
2028,Mar,Weekend/Holiday,1,0.08281
2028,Mar,Weekend/Holiday,2,0.08535
2028,Mar,Weekend/Holiday,3,0.08683
2028,Mar,Weekend/Holiday,4,0.08796
2028,Mar,Weekend/Holiday,5,0.08846
2028,Mar,Weekend/Holiday,6,0.08255
2028,Mar,Weekend/Holiday,7,0.06414
2028,Mar,Weekend/Holiday,8,0.00472
2028,Mar,Weekend/Holiday,9,0.00451
2028,Mar,Weekend/Holiday,10,0.00368
2028,Mar,Weekend/Holiday,11,0.00229
2028,Mar,Weekend/Holiday,12,0.00364
2028,Mar,Weekend/Holiday,13,0.00000
2028,Mar,Weekend/Holiday,14,0.00000
2028,Mar,Weekend/Holiday,15,0.00100
2028,Mar,Weekend/Holiday,16,0.01435
2028,Mar,Weekend/Holiday,17,0.03331
2028,Mar,Weekend/Holiday,18,0.08901
2028,Mar,Weekend/Holiday,19,0.09182
2028,Mar,Weekend/Holiday,20,0.08327
2028,Mar,Weekend/Holiday,21,0.08244
2028,Mar,Weekend/Holiday,22,0.08040
2028,Mar,Weekend/Holiday,23,0.08071
2028,Apr,Weekday,0,0.08101
2028,Apr,Weekday,1,0.07917
2028,Apr,Weekday,2,0.08546
2028,Apr,Weekday,3,0.08497
2028,Apr,Weekday,4,0.08397
2028,Apr,Weekday,5,0.07483
2028,Apr,Weekday,6,0.07300
2028,Apr,Weekday,7,0.05007
2028,Apr,Weekday,8,0.01286
2028,Apr,Weekday,9,0.00616
2028,Apr,Weekday,10,0.00693
2028,Apr,Weekday,11,0.00734
2028,Apr,Weekday,12,0.00350
2028,Apr,Weekday,13,0.00149
2028,Apr,Weekday,14,0.00117
2028,Apr,Weekday,15,0.00120
2028,Apr,Weekday,16,0.00145
2028,Apr,Weekday,17,0.00455
2028,Apr,Weekday,18,0.07843
2028,Apr,Weekday,19,0.08285
2028,Apr,Weekday,20,0.07418
2028,Apr,Weekday,21,0.06772
2028,Apr,Weekday,22,0.07336
2028,Apr,Weekday,23,0.07211
2028,Apr,Weekend/Holiday,0,0.06107
2028,Apr,Weekend/Holiday,1,0.06938
2028,Apr,Weekend/Holiday,2,0.08020
2028,Apr,Weekend/Holiday,3,0.09049
2028,Apr,Weekend/Holiday,4,0.09148
2028,Apr,Weekend/Holiday,5,0.08709
2028,Apr,Weekend/Holiday,6,0.07360
2028,Apr,Weekend/Holiday,7,0.03339
2028,Apr,Weekend/Holiday,8,0.00129
2028,Apr,Weekend/Holiday,9,0.00658
2028,Apr,Weekend/Holiday,10,0.00145
2028,Apr,Weekend/Holiday,11,0.00226
2028,Apr,Weekend/Holiday,12,0.00046
2028,Apr,Weekend/Holiday,13,0.00000
2028,Apr,Weekend/Holiday,14,0.00000
2028,Apr,Weekend/Holiday,15,0.00000
2028,Apr,Weekend/Holiday,16,0.00000
2028,Apr,Weekend/Holiday,17,0.00093
2028,Apr,Weekend/Holiday,18,0.07552
2028,Apr,Weekend/Holiday,19,0.08093
2028,Apr,Weekend/Holiday,20,0.07415
2028,Apr,Weekend/Holiday,21,0.07157
2028,Apr,Weekend/Holiday,22,0.07494
2028,Apr,Weekend/Holiday,23,0.07235
2028,May,Weekday,0,0.08542
2028,May,Weekday,1,0.08124
2028,May,Weekday,2,0.08933
2028,May,Weekday,3,0.08950
2028,May,Weekday,4,0.09181
2028,May,Weekday,5,0.08280
2028,May,Weekday,6,0.07224
2028,May,Weekday,7,0.04971
2028,May,Weekday,8,0.01340
2028,May,Weekday,9,0.00777
2028,May,Weekday,10,0.00657
2028,May,Weekday,11,0.00854
2028,May,Weekday,12,0.00831
2028,May,Weekday,13,0.00508
2028,May,Weekday,14,0.00305
2028,May,Weekday,15,0.00160
2028,May,Weekday,16,0.00524
2028,May,Weekday,17,0.02052
2028,May,Weekday,18,0.08494
2028,May,Weekday,19,0.09187
2028,May,Weekday,20,0.08169
2028,May,Weekday,21,0.07775
2028,May,Weekday,22,0.07551
2028,May,Weekday,23,0.07726
2028,May,Weekend/Holiday,0,0.07013
2028,May,Weekend/Holiday,1,0.07073
2028,May,Weekend/Holiday,2,0.09078
2028,May,Weekend/Holiday,3,0.09747
2028,May,Weekend/Holiday,4,0.09278
2028,May,Weekend/Holiday,5,0.08336
2028,May,Weekend/Holiday,6,0.07091
2028,May,Weekend/Holiday,7,0.01591
2028,May,Weekend/Holiday,8,0.00065
2028,May,Weekend/Holiday,9,0.00180
2028,May,Weekend/Holiday,10,0.00385
2028,May,Weekend/Holiday,11,0.00661
2028,May,Weekend/Holiday,12,0.00442
2028,May,Weekend/Holiday,13,0.00172
2028,May,Weekend/Holiday,14,0.00000
2028,May,Weekend/Holiday,15,0.00000
2028,May,Weekend/Holiday,16,0.00000
2028,May,Weekend/Holiday,17,0.00373
2028,May,Weekend/Holiday,18,0.06124
2028,May,Weekend/Holiday,19,0.09000
2028,May,Weekend/Holiday,20,0.07141
2028,May,Weekend/Holiday,21,0.06852
2028,May,Weekend/Holiday,22,0.07323
2028,May,Weekend/Holiday,23,0.07448
2028,Jun,Weekday,0,0.08414
2028,Jun,Weekday,1,0.08762
2028,Jun,Weekday,2,0.08380
2028,Jun,Weekday,3,0.08132
2028,Jun,Weekday,4,0.08188
2028,Jun,Weekday,5,0.08163
2028,Jun,Weekday,6,0.07588
2028,Jun,Weekday,7,0.05942
2028,Jun,Weekday,8,0.02902
2028,Jun,Weekday,9,0.02245
2028,Jun,Weekday,10,0.02449
2028,Jun,Weekday,11,0.02370
2028,Jun,Weekday,12,0.02606
2028,Jun,Weekday,13,0.02265
2028,Jun,Weekday,14,0.02508
2028,Jun,Weekday,15,0.02413
2028,Jun,Weekday,16,0.02604
2028,Jun,Weekday,17,0.03866
2028,Jun,Weekday,18,0.09392
2028,Jun,Weekday,19,0.11263
2028,Jun,Weekday,20,0.09153
2028,Jun,Weekday,21,0.09143
2028,Jun,Weekday,22,0.08525
2028,Jun,Weekday,23,0.07652
2028,Jun,Weekend/Holiday,0,0.08177
2028,Jun,Weekend/Holiday,1,0.08135
2028,Jun,Weekend/Holiday,2,0.08340
2028,Jun,Weekend/Holiday,3,0.08672
2028,Jun,Weekend/Holiday,4,0.08414
2028,Jun,Weekend/Holiday,5,0.08491
2028,Jun,Weekend/Holiday,6,0.08028
2028,Jun,Weekend/Holiday,7,0.04242
2028,Jun,Weekend/Holiday,8,0.01179
2028,Jun,Weekend/Holiday,9,0.01045
2028,Jun,Weekend/Holiday,10,0.01344
2028,Jun,Weekend/Holiday,11,0.01208
2028,Jun,Weekend/Holiday,12,0.01031
2028,Jun,Weekend/Holiday,13,0.00825
2028,Jun,Weekend/Holiday,14,0.00757
2028,Jun,Weekend/Holiday,15,0.00686
2028,Jun,Weekend/Holiday,16,0.00694
2028,Jun,Weekend/Holiday,17,0.01856
2028,Jun,Weekend/Holiday,18,0.07302
2028,Jun,Weekend/Holiday,19,0.10816
2028,Jun,Weekend/Holiday,20,0.08466
2028,Jun,Weekend/Holiday,21,0.08418
2028,Jun,Weekend/Holiday,22,0.08350
2028,Jun,Weekend/Holiday,23,0.08733
2028,Jul,Weekday,0,0.08067
2028,Jul,Weekday,1,0.08391
2028,Jul,Weekday,2,0.07899
2028,Jul,Weekday,3,0.07704
2028,Jul,Weekday,4,0.07547
2028,Jul,Weekday,5,0.07815
2028,Jul,Weekday,6,0.07755
2028,Jul,Weekday,7,0.07108
2028,Jul,Weekday,8,0.05154
2028,Jul,Weekday,9,0.04645
2028,Jul,Weekday,10,0.04976
2028,Jul,Weekday,11,0.04520
2028,Jul,Weekday,12,0.03764
2028,Jul,Weekday,13,0.07964
2028,Jul,Weekday,14,0.17373
2028,Jul,Weekday,15,0.22013
2028,Jul,Weekday,16,0.22327
2028,Jul,Weekday,17,0.28888
2028,Jul,Weekday,18,0.24577
2028,Jul,Weekday,19,0.24951
2028,Jul,Weekday,20,0.10314
2028,Jul,Weekday,21,0.09148
2028,Jul,Weekday,22,0.08457
2028,Jul,Weekday,23,0.07803
2028,Jul,Weekend/Holiday,0,0.08616
2028,Jul,Weekend/Holiday,1,0.08118
2028,Jul,Weekend/Holiday,2,0.07553
2028,Jul,Weekend/Holiday,3,0.07444
2028,Jul,Weekend/Holiday,4,0.07404
2028,Jul,Weekend/Holiday,5,0.07022
2028,Jul,Weekend/Holiday,6,0.07037
