Year,Month,DayType,HourStart_Pacific,ExportRate_USD_per_kWh
2025,Jan,Weekday,0,0.08284
2025,Jan,Weekday,1,0.08103
2025,Jan,Weekday,2,0.07966
2025,Jan,Weekday,3,0.07909
2025,Jan,Weekday,4,0.08071
2025,Jan,Weekday,5,0.08506
2025,Jan,Weekday,6,0.08671
2025,Jan,Weekday,7,0.08276
2025,Jan,Weekday,8,0.06917
2025,Jan,Weekday,9,0.06280
2025,Jan,Weekday,10,0.05956
2025,Jan,Weekday,11,0.05805
2025,Jan,Weekday,12,0.05703
2025,Jan,Weekday,13,0.05577
2025,Jan,Weekday,14,0.05502
2025,Jan,Weekday,15,0.05711
2025,Jan,Weekday,16,0.07633
2025,Jan,Weekday,17,0.09446
2025,Jan,Weekday,18,0.09180
2025,Jan,Weekday,19,0.08476
2025,Jan,Weekday,20,0.08324
2025,Jan,Weekday,21,0.08474
2025,Jan,Weekday,22,0.08503
2025,Jan,Weekday,23,0.08558
2025,Jan,Weekend/Holiday,0,0.08370
2025,Jan,Weekend/Holiday,1,0.08425
2025,Jan,Weekend/Holiday,2,0.08174
2025,Jan,Weekend/Holiday,3,0.07999
2025,Jan,Weekend/Holiday,4,0.07984
2025,Jan,Weekend/Holiday,5,0.08200
2025,Jan,Weekend/Holiday,6,0.08489
2025,Jan,Weekend/Holiday,7,0.07758
2025,Jan,Weekend/Holiday,8,0.06287
2025,Jan,Weekend/Holiday,9,0.05528
2025,Jan,Weekend/Holiday,10,0.05321
2025,Jan,Weekend/Holiday,11,0.05191
2025,Jan,Weekend/Holiday,12,0.05211
2025,Jan,Weekend/Holiday,13,0.05005
2025,Jan,Weekend/Holiday,14,0.04862
2025,Jan,Weekend/Holiday,15,0.05410
2025,Jan,Weekend/Holiday,16,0.07825
2025,Jan,Weekend/Holiday,17,0.09946
2025,Jan,Weekend/Holiday,18,0.09203
2025,Jan,Weekend/Holiday,19,0.08570
2025,Jan,Weekend/Holiday,20,0.08539
2025,Jan,Weekend/Holiday,21,0.08401
2025,Jan,Weekend/Holiday,22,0.08345
2025,Jan,Weekend/Holiday,23,0.08333
2025,Feb,Weekday,0,0.08196
2025,Feb,Weekday,1,0.08072
2025,Feb,Weekday,2,0.08177
2025,Feb,Weekday,3,0.07954
2025,Feb,Weekday,4,0.08231
2025,Feb,Weekday,5,0.08321
2025,Feb,Weekday,6,0.07639
2025,Feb,Weekday,7,0.07237
2025,Feb,Weekday,8,0.05190
2025,Feb,Weekday,9,0.04019
2025,Feb,Weekday,10,0.03629
2025,Feb,Weekday,11,0.03553
2025,Feb,Weekday,12,0.03227
2025,Feb,Weekday,13,0.03067
2025,Feb,Weekday,14,0.02943
2025,Feb,Weekday,15,0.02905
2025,Feb,Weekday,16,0.06086
2025,Feb,Weekday,17,0.09737
2025,Feb,Weekday,18,0.08634
2025,Feb,Weekday,19,0.08086
2025,Feb,Weekday,20,0.08166
2025,Feb,Weekday,21,0.07618
2025,Feb,Weekday,22,0.08328
2025,Feb,Weekday,23,0.08382
2025,Feb,Weekend/Holiday,0,0.07948
2025,Feb,Weekend/Holiday,1,0.07801
2025,Feb,Weekend/Holiday,2,0.07753
2025,Feb,Weekend/Holiday,3,0.07719
2025,Feb,Weekend/Holiday,4,0.07683
2025,Feb,Weekend/Holiday,5,0.07644
2025,Feb,Weekend/Holiday,6,0.07130
2025,Feb,Weekend/Holiday,7,0.06292
2025,Feb,Weekend/Holiday,8,0.03712
2025,Feb,Weekend/Holiday,9,0.02204
2025,Feb,Weekend/Holiday,10,0.02384
2025,Feb,Weekend/Holiday,11,0.02445
2025,Feb,Weekend/Holiday,12,0.02000
2025,Feb,Weekend/Holiday,13,0.02177
2025,Feb,Weekend/Holiday,14,0.01626
2025,Feb,Weekend/Holiday,15,0.01633
2025,Feb,Weekend/Holiday,16,0.05024
2025,Feb,Weekend/Holiday,17,0.08874
2025,Feb,Weekend/Holiday,18,0.09227
2025,Feb,Weekend/Holiday,19,0.08262
2025,Feb,Weekend/Holiday,20,0.08090
2025,Feb,Weekend/Holiday,21,0.07703
2025,Feb,Weekend/Holiday,22,0.07468
2025,Feb,Weekend/Holiday,23,0.08018
2025,Mar,Weekday,0,0.06335
2025,Mar,Weekday,1,0.06399
2025,Mar,Weekday,2,0.06364
2025,Mar,Weekday,3,0.06258
2025,Mar,Weekday,4,0.06275
2025,Mar,Weekday,5,0.06616
2025,Mar,Weekday,6,0.06703
2025,Mar,Weekday,7,0.06609
2025,Mar,Weekday,8,0.04498
2025,Mar,Weekday,9,0.02140
2025,Mar,Weekday,10,0.01663
2025,Mar,Weekday,11,0.01947
2025,Mar,Weekday,12,0.01582
2025,Mar,Weekday,13,0.01410
2025,Mar,Weekday,14,0.01693
2025,Mar,Weekday,15,0.01398
2025,Mar,Weekday,16,0.02564
2025,Mar,Weekday,17,0.06239
2025,Mar,Weekday,18,0.07914
2025,Mar,Weekday,19,0.07793
2025,Mar,Weekday,20,0.07522
2025,Mar,Weekday,21,0.07764
2025,Mar,Weekday,22,0.06508
2025,Mar,Weekday,23,0.06307
2025,Mar,Weekend/Holiday,0,0.05337
2025,Mar,Weekend/Holiday,1,0.05658
2025,Mar,Weekend/Holiday,2,0.05965
2025,Mar,Weekend/Holiday,3,0.05912
2025,Mar,Weekend/Holiday,4,0.05984
2025,Mar,Weekend/Holiday,5,0.06468
2025,Mar,Weekend/Holiday,6,0.05834
2025,Mar,Weekend/Holiday,7,0.06355
2025,Mar,Weekend/Holiday,8,0.00685
2025,Mar,Weekend/Holiday,9,0.00358
2025,Mar,Weekend/Holiday,10,0.00570
2025,Mar,Weekend/Holiday,11,0.00189
2025,Mar,Weekend/Holiday,12,0.00629
2025,Mar,Weekend/Holiday,13,0.00126
2025,Mar,Weekend/Holiday,14,0.00005
2025,Mar,Weekend/Holiday,15,0.00269
2025,Mar,Weekend/Holiday,16,0.01587
2025,Mar,Weekend/Holiday,17,0.03555
2025,Mar,Weekend/Holiday,18,0.07993
2025,Mar,Weekend/Holiday,19,0.07581
2025,Mar,Weekend/Holiday,20,0.07419
2025,Mar,Weekend/Holiday,21,0.06701
2025,Mar,Weekend/Holiday,22,0.06477
2025,Mar,Weekend/Holiday,23,0.06590
2025,Apr,Weekday,0,0.07364
2025,Apr,Weekday,1,0.07110
2025,Apr,Weekday,2,0.07287
2025,Apr,Weekday,3,0.07189
2025,Apr,Weekday,4,0.06796
2025,Apr,Weekday,5,0.07101
2025,Apr,Weekday,6,0.06693
2025,Apr,Weekday,7,0.06145
2025,Apr,Weekday,8,0.01266
2025,Apr,Weekday,9,0.00723
2025,Apr,Weekday,10,0.00715
2025,Apr,Weekday,11,0.00756
2025,Apr,Weekday,12,0.00650
2025,Apr,Weekday,13,0.00447
2025,Apr,Weekday,14,0.00153
2025,Apr,Weekday,15,0.00036
2025,Apr,Weekday,16,0.00141
2025,Apr,Weekday,17,0.00734
2025,Apr,Weekday,18,0.07715
2025,Apr,Weekday,19,0.07286
2025,Apr,Weekday,20,0.07097
2025,Apr,Weekday,21,0.07154
2025,Apr,Weekday,22,0.07148
2025,Apr,Weekday,23,0.06916
2025,Apr,Weekend/Holiday,0,0.06609
2025,Apr,Weekend/Holiday,1,0.06853
2025,Apr,Weekend/Holiday,2,0.07551
2025,Apr,Weekend/Holiday,3,0.07974
2025,Apr,Weekend/Holiday,4,0.08484
2025,Apr,Weekend/Holiday,5,0.07165
2025,Apr,Weekend/Holiday,6,0.07772
2025,Apr,Weekend/Holiday,7,0.05291
2025,Apr,Weekend/Holiday,8,0.00124
2025,Apr,Weekend/Holiday,9,0.00155
2025,Apr,Weekend/Holiday,10,0.00785
2025,Apr,Weekend/Holiday,11,0.00514
2025,Apr,Weekend/Holiday,12,0.00154
2025,Apr,Weekend/Holiday,13,0.00005
2025,Apr,Weekend/Holiday,14,0.00005
2025,Apr,Weekend/Holiday,15,0.00003
2025,Apr,Weekend/Holiday,16,0.00003
2025,Apr,Weekend/Holiday,17,0.00645
2025,Apr,Weekend/Holiday,18,0.07918
2025,Apr,Weekend/Holiday,19,0.07720
2025,Apr,Weekend/Holiday,20,0.06938
2025,Apr,Weekend/Holiday,21,0.07147
2025,Apr,Weekend/Holiday,22,0.07136
2025,Apr,Weekend/Holiday,23,0.06871
2025,May,Weekday,0,0.07463
2025,May,Weekday,1,0.07061
2025,May,Weekday,2,0.07130
2025,May,Weekday,3,0.07162
2025,May,Weekday,4,0.07125
2025,May,Weekday,5,0.06841
2025,May,Weekday,6,0.06199
2025,May,Weekday,7,0.05788
2025,May,Weekday,8,0.02678
2025,May,Weekday,9,0.01495
2025,May,Weekday,10,0.01149
2025,May,Weekday,11,0.01335
2025,May,Weekday,12,0.00853
2025,May,Weekday,13,0.00636
2025,May,Weekday,14,0.00566
2025,May,Weekday,15,0.00520
2025,May,Weekday,16,0.01083
2025,May,Weekday,17,0.03062
2025,May,Weekday,18,0.07734
2025,May,Weekday,19,0.07985
2025,May,Weekday,20,0.07189
2025,May,Weekday,21,0.06991
2025,May,Weekday,22,0.07094
2025,May,Weekday,23,0.07263
2025,May,Weekend/Holiday,0,0.06987
2025,May,Weekend/Holiday,1,0.06838
2025,May,Weekend/Holiday,2,0.07105
2025,May,Weekend/Holiday,3,0.07926
2025,May,Weekend/Holiday,4,0.07631
2025,May,Weekend/Holiday,5,0.07078
2025,May,Weekend/Holiday,6,0.06335
2025,May,Weekend/Holiday,7,0.02775
2025,May,Weekend/Holiday,8,0.00692
2025,May,Weekend/Holiday,9,0.00665
2025,May,Weekend/Holiday,10,0.00489
2025,May,Weekend/Holiday,11,0.00767
2025,May,Weekend/Holiday,12,0.00465
2025,May,Weekend/Holiday,13,0.00006
2025,May,Weekend/Holiday,14,0.00006
2025,May,Weekend/Holiday,15,0.00005
2025,May,Weekend/Holiday,16,0.00004
2025,May,Weekend/Holiday,17,0.00815
2025,May,Weekend/Holiday,18,0.06476
2025,May,Weekend/Holiday,19,0.07940
2025,May,Weekend/Holiday,20,0.06887
2025,May,Weekend/Holiday,21,0.06374
2025,May,Weekend/Holiday,22,0.06497
2025,May,Weekend/Holiday,23,0.06681
2025,Jun,Weekday,0,0.07649
2025,Jun,Weekday,1,0.07028
2025,Jun,Weekday,2,0.06918
2025,Jun,Weekday,3,0.07215
2025,Jun,Weekday,4,0.07053
2025,Jun,Weekday,5,0.07164
2025,Jun,Weekday,6,0.06836
2025,Jun,Weekday,7,0.06649
2025,Jun,Weekday,8,0.05213
2025,Jun,Weekday,9,0.04197
2025,Jun,Weekday,10,0.04004
2025,Jun,Weekday,11,0.03763
2025,Jun,Weekday,12,0.03657
2025,Jun,Weekday,13,0.04115
2025,Jun,Weekday,14,0.03953
2025,Jun,Weekday,15,0.03587
2025,Jun,Weekday,16,0.03409
2025,Jun,Weekday,17,0.04890
2025,Jun,Weekday,18,0.08514
2025,Jun,Weekday,19,0.08036
2025,Jun,Weekday,20,0.08407
2025,Jun,Weekday,21,0.07960
2025,Jun,Weekday,22,0.07220
2025,Jun,Weekday,23,0.07202
2025,Jun,Weekend/Holiday,0,0.07115
2025,Jun,Weekend/Holiday,1,0.06691
2025,Jun,Weekend/Holiday,2,0.06638
2025,Jun,Weekend/Holiday,3,0.06016
2025,Jun,Weekend/Holiday,4,0.06725
2025,Jun,Weekend/Holiday,5,0.06338
2025,Jun,Weekend/Holiday,6,0.06626
2025,Jun,Weekend/Holiday,7,0.05706
2025,Jun,Weekend/Holiday,8,0.01980
2025,Jun,Weekend/Holiday,9,0.01641
2025,Jun,Weekend/Holiday,10,0.01841
2025,Jun,Weekend/Holiday,11,0.01254
2025,Jun,Weekend/Holiday,12,0.01454
2025,Jun,Weekend/Holiday,13,0.01836
2025,Jun,Weekend/Holiday,14,0.01450
2025,Jun,Weekend/Holiday,15,0.01194
2025,Jun,Weekend/Holiday,16,0.00962
2025,Jun,Weekend/Holiday,17,0.02227
2025,Jun,Weekend/Holiday,18,0.08169
2025,Jun,Weekend/Holiday,19,0.08192
2025,Jun,Weekend/Holiday,20,0.07530
2025,Jun,Weekend/Holiday,21,0.07409
2025,Jun,Weekend/Holiday,22,0.07119
2025,Jun,Weekend/Holiday,23,0.06970
2025,Jul,Weekday,0,0.07365
2025,Jul,Weekday,1,0.06923
2025,Jul,Weekday,2,0.06589
2025,Jul,Weekday,3,0.06403
2025,Jul,Weekday,4,0.06163
2025,Jul,Weekday,5,0.06176
2025,Jul,Weekday,6,0.06554
2025,Jul,Weekday,7,0.06228
2025,Jul,Weekday,8,0.05869
2025,Jul,Weekday,9,0.05042
2025,Jul,Weekday,10,0.05377
2025,Jul,Weekday,11,0.05243
2025,Jul,Weekday,12,0.05170
2025,Jul,Weekday,13,0.08953
2025,Jul,Weekday,14,0.17119
2025,Jul,Weekday,15,0.22034
2025,Jul,Weekday,16,0.22569
2025,Jul,Weekday,17,0.27918
2025,Jul,Weekday,18,0.22238
2025,Jul,Weekday,19,0.22235
2025,Jul,Weekday,20,0.10349
2025,Jul,Weekday,21,0.08695
2025,Jul,Weekday,22,0.07751
2025,Jul,Weekday,23,0.07432
2025,Jul,Weekend/Holiday,0,0.07250
2025,Jul,Weekend/Holiday,1,0.06247
2025,Jul,Weekend/Holiday,2,0.06180
2025,Jul,Weekend/Holiday,3,0.06095
2025,Jul,Weekend/Holiday,4,0.05780
2025,Jul,Weekend/Holiday,5,0.06026
2025,Jul,Weekend/Holiday,6,0.05697
2025,Jul,Weekend/Holiday,7,0.04956
2025,Jul,Weekend/Holiday,8,0.03399
2025,Jul,Weekend/Holiday,9,0.03054
2025,Jul,Weekend/Holiday,10,0.03008
2025,Jul,Weekend/Holiday,11,0.02926
2025,Jul,Weekend/Holiday,12,0.02922
2025,Jul,Weekend/Holiday,13,0.02791
2025,Jul,Weekend/Holiday,14,0.11342
2025,Jul,Weekend/Holiday,15,0.11346
2025,Jul,Weekend/Holiday,16,0.11337
2025,Jul,Weekend/Holiday,17,0.13546
2025,Jul,Weekend/Holiday,18,0.17627
2025,Jul,Weekend/Holiday,19,0.10827
2025,Jul,Weekend/Holiday,20,0.09555
2025,Jul,Weekend/Holiday,21,0.08029
2025,Jul,Weekend/Holiday,22,0.07140
2025,Jul,Weekend/Holiday,23,0.07065
2025,Aug,Weekday,0,0.08318
2025,Aug,Weekday,1,0.08383
2025,Aug,Weekday,2,0.07957
2025,Aug,Weekday,3,0.07562
2025,Aug,Weekday,4,0.07494
2025,Aug,Weekday,5,0.07629
2025,Aug,Weekday,6,0.07359
2025,Aug,Weekday,7,0.06427
2025,Aug,Weekday,8,0.06034
2025,Aug,Weekday,9,0.05983
2025,Aug,Weekday,10,0.05950
2025,Aug,Weekday,11,0.05914
2025,Aug,Weekday,12,0.05904
2025,Aug,Weekday,13,0.05966
2025,Aug,Weekday,14,0.13607
2025,Aug,Weekday,15,0.29274
2025,Aug,Weekday,16,0.38272
2025,Aug,Weekday,17,0.95792
2025,Aug,Weekday,18,0.87039
2025,Aug,Weekday,19,0.85817
2025,Aug,Weekday,20,0.92917
2025,Aug,Weekday,21,0.70420
2025,Aug,Weekday,22,0.68254
2025,Aug,Weekday,23,0.08444
2025,Aug,Weekend/Holiday,0,0.08039
2025,Aug,Weekend/Holiday,1,0.07830
2025,Aug,Weekend/Holiday,2,0.07467
2025,Aug,Weekend/Holiday,3,0.06971
2025,Aug,Weekend/Holiday,4,0.06878
2025,Aug,Weekend/Holiday,5,0.06838
2025,Aug,Weekend/Holiday,6,0.06573
2025,Aug,Weekend/Holiday,7,0.05655
2025,Aug,Weekend/Holiday,8,0.04416
2025,Aug,Weekend/Holiday,9,0.04468
2025,Aug,Weekend/Holiday,10,0.04236
2025,Aug,Weekend/Holiday,11,0.04199
2025,Aug,Weekend/Holiday,12,0.03820
2025,Aug,Weekend/Holiday,13,0.04373
2025,Aug,Weekend/Holiday,14,0.04503
2025,Aug,Weekend/Holiday,15,0.04797
2025,Aug,Weekend/Holiday,16,0.06068
2025,Aug,Weekend/Holiday,17,0.67681
2025,Aug,Weekend/Holiday,18,0.73645
2025,Aug,Weekend/Holiday,19,0.73782
2025,Aug,Weekend/Holiday,20,0.79603
2025,Aug,Weekend/Holiday,21,0.72735
2025,Aug,Weekend/Holiday,22,0.72012
2025,Aug,Weekend/Holiday,23,0.08578
2025,Sep,Weekday,0,0.08838
2025,Sep,Weekday,1,0.08435
2025,Sep,Weekday,2,0.08213
2025,Sep,Weekday,3,0.07725
2025,Sep,Weekday,4,0.07643
2025,Sep,Weekday,5,0.07997
2025,Sep,Weekday,6,0.07833
2025,Sep,Weekday,7,0.06589
2025,Sep,Weekday,8,0.05930
2025,Sep,Weekday,9,0.05733
2025,Sep,Weekday,10,0.05651
2025,Sep,Weekday,11,0.05532
2025,Sep,Weekday,12,0.05489
2025,Sep,Weekday,13,0.05514
2025,Sep,Weekday,14,0.05540
2025,Sep,Weekday,15,0.05780
2025,Sep,Weekday,16,0.06870
2025,Sep,Weekday,17,0.12081
2025,Sep,Weekday,18,0.36223
2025,Sep,Weekday,19,0.48755
2025,Sep,Weekday,20,0.28536
2025,Sep,Weekday,21,0.13749
2025,Sep,Weekday,22,0.13404
2025,Sep,Weekday,23,0.09088
2025,Sep,Weekend/Holiday,0,0.07925
2025,Sep,Weekend/Holiday,1,0.07947
2025,Sep,Weekend/Holiday,2,0.07874
2025,Sep,Weekend/Holiday,3,0.07361
2025,Sep,Weekend/Holiday,4,0.07391
2025,Sep,Weekend/Holiday,5,0.07134
2025,Sep,Weekend/Holiday,6,0.07066
2025,Sep,Weekend/Holiday,7,0.06028
2025,Sep,Weekend/Holiday,8,0.03425
2025,Sep,Weekend/Holiday,9,0.03107
2025,Sep,Weekend/Holiday,10,0.03394
2025,Sep,Weekend/Holiday,11,0.02896
2025,Sep,Weekend/Holiday,12,0.02757
2025,Sep,Weekend/Holiday,13,0.02734
2025,Sep,Weekend/Holiday,14,0.02867
2025,Sep,Weekend/Holiday,15,0.03317
2025,Sep,Weekend/Holiday,16,0.12626
2025,Sep,Weekend/Holiday,17,0.19271
2025,Sep,Weekend/Holiday,18,0.41441
2025,Sep,Weekend/Holiday,19,0.55488
2025,Sep,Weekend/Holiday,20,0.28007
2025,Sep,Weekend/Holiday,21,0.14032
2025,Sep,Weekend/Holiday,22,0.13994
2025,Sep,Weekend/Holiday,23,0.08795
2025,Oct,Weekday,0,0.08448
2025,Oct,Weekday,1,0.08274
2025,Oct,Weekday,2,0.07731
2025,Oct,Weekday,3,0.07516
2025,Oct,Weekday,4,0.07427
2025,Oct,Weekday,5,0.07810
2025,Oct,Weekday,6,0.07904
2025,Oct,Weekday,7,0.07021
2025,Oct,Weekday,8,0.06176
2025,Oct,Weekday,9,0.05775
2025,Oct,Weekday,10,0.05550
2025,Oct,Weekday,11,0.05537
2025,Oct,Weekday,12,0.05504
2025,Oct,Weekday,13,0.05435
2025,Oct,Weekday,14,0.05480
2025,Oct,Weekday,15,0.05422
2025,Oct,Weekday,16,0.05769
2025,Oct,Weekday,17,0.08749
2025,Oct,Weekday,18,0.09843
2025,Oct,Weekday,19,0.09651
2025,Oct,Weekday,20,0.08697
2025,Oct,Weekday,21,0.08338
2025,Oct,Weekday,22,0.09065
2025,Oct,Weekday,23,0.08639
2025,Oct,Weekend/Holiday,0,0.07713
2025,Oct,Weekend/Holiday,1,0.07752
2025,Oct,Weekend/Holiday,2,0.07339
2025,Oct,Weekend/Holiday,3,0.07219
2025,Oct,Weekend/Holiday,4,0.06893
2025,Oct,Weekend/Holiday,5,0.06875
2025,Oct,Weekend/Holiday,6,0.06823
2025,Oct,Weekend/Holiday,7,0.06244
2025,Oct,Weekend/Holiday,8,0.04501
2025,Oct,Weekend/Holiday,9,0.02562
2025,Oct,Weekend/Holiday,10,0.02544
2025,Oct,Weekend/Holiday,11,0.02255
2025,Oct,Weekend/Holiday,12,0.01858
2025,Oct,Weekend/Holiday,13,0.01633
2025,Oct,Weekend/Holiday,14,0.02019
2025,Oct,Weekend/Holiday,15,0.01890
2025,Oct,Weekend/Holiday,16,0.04271
2025,Oct,Weekend/Holiday,17,0.07854
2025,Oct,Weekend/Holiday,18,0.08549
2025,Oct,Weekend/Holiday,19,0.08075
2025,Oct,Weekend/Holiday,20,0.07908
2025,Oct,Weekend/Holiday,21,0.07556
2025,Oct,Weekend/Holiday,22,0.08396
2025,Oct,Weekend/Holiday,23,0.08439
2025,Nov,Weekday,0,0.08147
2025,Nov,Weekday,1,0.08100
2025,Nov,Weekday,2,0.07768
2025,Nov,Weekday,3,0.07770
2025,Nov,Weekday,4,0.08083
2025,Nov,Weekday,5,0.08319
2025,Nov,Weekday,6,0.07930
2025,Nov,Weekday,7,0.06907
2025,Nov,Weekday,8,0.06150
2025,Nov,Weekday,9,0.05945
2025,Nov,Weekday,10,0.05903
2025,Nov,Weekday,11,0.05834
2025,Nov,Weekday,12,0.05876
2025,Nov,Weekday,13,0.05735
2025,Nov,Weekday,14,0.05667
2025,Nov,Weekday,15,0.06330
2025,Nov,Weekday,16,0.08789
2025,Nov,Weekday,17,0.09007
2025,Nov,Weekday,18,0.08466
2025,Nov,Weekday,19,0.08227
2025,Nov,Weekday,20,0.08192
2025,Nov,Weekday,21,0.08588
2025,Nov,Weekday,22,0.08508
2025,Nov,Weekday,23,0.08339
2025,Nov,Weekend/Holiday,0,0.07709
2025,Nov,Weekend/Holiday,1,0.07385
2025,Nov,Weekend/Holiday,2,0.07133
2025,Nov,Weekend/Holiday,3,0.07099
2025,Nov,Weekend/Holiday,4,0.07245
2025,Nov,Weekend/Holiday,5,0.07474
2025,Nov,Weekend/Holiday,6,0.07665
2025,Nov,Weekend/Holiday,7,0.05617
2025,Nov,Weekend/Holiday,8,0.04145
2025,Nov,Weekend/Holiday,9,0.03653
2025,Nov,Weekend/Holiday,10,0.02729
2025,Nov,Weekend/Holiday,11,0.02641
2025,Nov,Weekend/Holiday,12,0.02269
2025,Nov,Weekend/Holiday,13,0.02117
2025,Nov,Weekend/Holiday,14,0.02030
2025,Nov,Weekend/Holiday,15,0.04591
2025,Nov,Weekend/Holiday,16,0.07572
2025,Nov,Weekend/Holiday,17,0.07953
2025,Nov,Weekend/Holiday,18,0.07619
2025,Nov,Weekend/Holiday,19,0.07439
2025,Nov,Weekend/Holiday,20,0.07397
2025,Nov,Weekend/Holiday,21,0.07748
2025,Nov,Weekend/Holiday,22,0.07894
2025,Nov,Weekend/Holiday,23,0.07745
2025,Dec,Weekday,0,0.08461
2025,Dec,Weekday,1,0.07986
2025,Dec,Weekday,2,0.07679
2025,Dec,Weekday,3,0.07647
2025,Dec,Weekday,4,0.07979
2025,Dec,Weekday,5,0.08604
2025,Dec,Weekday,6,0.08816
2025,Dec,Weekday,7,0.07747
2025,Dec,Weekday,8,0.07015
2025,Dec,Weekday,9,0.06689
2025,Dec,Weekday,10,0.06508
2025,Dec,Weekday,11,0.06080
2025,Dec,Weekday,12,0.06051
2025,Dec,Weekday,13,0.05904
2025,Dec,Weekday,14,0.05934
2025,Dec,Weekday,15,0.06568
2025,Dec,Weekday,16,0.08891
2025,Dec,Weekday,17,0.09063
2025,Dec,Weekday,18,0.08808
2025,Dec,Weekday,19,0.08461
2025,Dec,Weekday,20,0.08393
2025,Dec,Weekday,21,0.08648
2025,Dec,Weekday,22,0.08724
2025,Dec,Weekday,23,0.08679
2025,Dec,Weekend/Holiday,0,0.07788
2025,Dec,Weekend/Holiday,1,0.07583
2025,Dec,Weekend/Holiday,2,0.07170
2025,Dec,Weekend/Holiday,3,0.06933
2025,Dec,Weekend/Holiday,4,0.06874
2025,Dec,Weekend/Holiday,5,0.07089
2025,Dec,Weekend/Holiday,6,0.07744
2025,Dec,Weekend/Holiday,7,0.06243
2025,Dec,Weekend/Holiday,8,0.04062
2025,Dec,Weekend/Holiday,9,0.02229
2025,Dec,Weekend/Holiday,10,0.02132
2025,Dec,Weekend/Holiday,11,0.02187
2025,Dec,Weekend/Holiday,12,0.01873
2025,Dec,Weekend/Holiday,13,0.01945
2025,Dec,Weekend/Holiday,14,0.01831
2025,Dec,Weekend/Holiday,15,0.04555
2025,Dec,Weekend/Holiday,16,0.08289
2025,Dec,Weekend/Holiday,17,0.08337
2025,Dec,Weekend/Holiday,18,0.08143
2025,Dec,Weekend/Holiday,19,0.07762
2025,Dec,Weekend/Holiday,20,0.07660
2025,Dec,Weekend/Holiday,21,0.07605
2025,Dec,Weekend/Holiday,22,0.07628
2025,Dec,Weekend/Holiday,23,0.07471
2026,Jan,Weekday,0,0.08878
2026,Jan,Weekday,1,0.08656
2026,Jan,Weekday,2,0.08421
2026,Jan,Weekday,3,0.08386
2026,Jan,Weekday,4,0.08579
2026,Jan,Weekday,5,0.08956
2026,Jan,Weekday,6,0.08940
2026,Jan,Weekday,7,0.08514
2026,Jan,Weekday,8,0.07334
2026,Jan,Weekday,9,0.06534
2026,Jan,Weekday,10,0.06368
2026,Jan,Weekday,11,0.06290
2026,Jan,Weekday,12,0.06282
2026,Jan,Weekday,13,0.05997
2026,Jan,Weekday,14,0.05910
2026,Jan,Weekday,15,0.06110
2026,Jan,Weekday,16,0.07777
2026,Jan,Weekday,17,0.10825
2026,Jan,Weekday,18,0.09952
2026,Jan,Weekday,19,0.09023
2026,Jan,Weekday,20,0.08886
2026,Jan,Weekday,21,0.08810
2026,Jan,Weekday,22,0.09269
2026,Jan,Weekday,23,0.09052
2026,Jan,Weekend/Holiday,0,0.08828
2026,Jan,Weekend/Holiday,1,0.08880
2026,Jan,Weekend/Holiday,2,0.08709
2026,Jan,Weekend/Holiday,3,0.08562
2026,Jan,Weekend/Holiday,4,0.08512
2026,Jan,Weekend/Holiday,5,0.08611
2026,Jan,Weekend/Holiday,6,0.08934
2026,Jan,Weekend/Holiday,7,0.08034
2026,Jan,Weekend/Holiday,8,0.06654
2026,Jan,Weekend/Holiday,9,0.05722
2026,Jan,Weekend/Holiday,10,0.05558
2026,Jan,Weekend/Holiday,11,0.05451
2026,Jan,Weekend/Holiday,12,0.05482
2026,Jan,Weekend/Holiday,13,0.05030
2026,Jan,Weekend/Holiday,14,0.05375
2026,Jan,Weekend/Holiday,15,0.05545
2026,Jan,Weekend/Holiday,16,0.07984
2026,Jan,Weekend/Holiday,17,0.10548
2026,Jan,Weekend/Holiday,18,0.09469
2026,Jan,Weekend/Holiday,19,0.08720
2026,Jan,Weekend/Holiday,20,0.08649
2026,Jan,Weekend/Holiday,21,0.08846
2026,Jan,Weekend/Holiday,22,0.08958
2026,Jan,Weekend/Holiday,23,0.08572
2026,Feb,Weekday,0,0.08807
2026,Feb,Weekday,1,0.08553
2026,Feb,Weekday,2,0.08737
2026,Feb,Weekday,3,0.08752
2026,Feb,Weekday,4,0.08952
2026,Feb,Weekday,5,0.08794
2026,Feb,Weekday,6,0.08441
2026,Feb,Weekday,7,0.08127
2026,Feb,Weekday,8,0.06243
2026,Feb,Weekday,9,0.05229
2026,Feb,Weekday,10,0.04949
2026,Feb,Weekday,11,0.04759
2026,Feb,Weekday,12,0.04419
2026,Feb,Weekday,13,0.03944
2026,Feb,Weekday,14,0.03298
2026,Feb,Weekday,15,0.03111
2026,Feb,Weekday,16,0.06481
2026,Feb,Weekday,17,0.10739
2026,Feb,Weekday,18,0.09235
2026,Feb,Weekday,19,0.08671
2026,Feb,Weekday,20,0.08709
2026,Feb,Weekday,21,0.08409
2026,Feb,Weekday,22,0.09111
2026,Feb,Weekday,23,0.08725
2026,Feb,Weekend/Holiday,0,0.08462
2026,Feb,Weekend/Holiday,1,0.08565
2026,Feb,Weekend/Holiday,2,0.08429
2026,Feb,Weekend/Holiday,3,0.08413
2026,Feb,Weekend/Holiday,4,0.08319
2026,Feb,Weekend/Holiday,5,0.08300
2026,Feb,Weekend/Holiday,6,0.07931
